date	CO	O3	NO2
20110322	24.20	2.68	85.34
20110323	24.18	2.55	91.71
20110324	22.76	2.74	77.41
20110325	21.23	2.65	81.01
20110326	19.88	2.66	57.20
20110327	18.92	2.56	48.01
20110328	21.38	2.37	80.43
20110329	24.57	2.29	109.78
20110330	27.88	2.28	125.53
20110331	29.68	2.42	134.20
20110401	28.21	2.68	118.93
20110402	21.89	3.09	78.88
20110403	18.58	3.11	55.91
20110404	21.70	2.91	91.20
20110405	23.70	3.08	93.33
20110406	22.87	3.19	94.00
20110407	21.70	3.02	87.15
20110408	23.83	2.75	94.52
20110409	22.76	2.81	75.99
20110410	22.76	2.98	62.32
20110411	23.76	2.99	88.15
20110412	25.61	3.48	100.00
20110413	23.73	3.37	94.63
20110414	26.28	3.33	103.96
20110415	26.05	3.32	100.45
20110416	25.06	3.19	81.63
20110417	23.09	3.37	57.29
20110418	22.61	2.87	79.08
20110419	24.44	2.56	92.86
20110420	23.12	2.83	79.26
20110421	20.99	2.96	69.95
20110422	21.02	3.02	68.76
20110423	20.65	3.03	53.30
20110424	21.28	2.78	53.83
20110425	22.77	2.82	77.16
20110426	21.39	2.89	66.43
20110427	22.13	2.98	84.67
20110428	22.84	3.23	91.70
20110429	22.33	3.59	85.04
20110430	21.10	3.30	64.95
20110501	22.69	3.18	69.48
20110502	23.61	3.00	99.79
20110503	25.13	3.06	108.41
20110504	26.83	3.14	114.97
20110505	26.01	3.32	118.76
20110506	25.34	3.76	108.81
20110507	22.95	3.71	78.26
20110508	22.57	3.55	57.90
20110509	21.20	3.33	68.02
20110510	21.82	3.17	77.93
20110511	22.50	3.14	83.42
20110512	23.94	3.07	96.52
20110513	23.76	3.14	91.78
20110514	18.98	3.10	46.63
20110515	17.37	3.06	39.55
20110516	20.28	2.87	72.43
20110517	19.28	2.87	67.58
20110518	20.22	2.85	74.15
20110519	21.60	2.84	83.03
20110520	23.47	2.85	91.92
20110521	23.81	3.09	75.23
20110522	20.83	3.19	44.72
20110523	20.55	3.30	61.57
20110524	26.96	4.18	91.56
20110525	22.51	3.28	80.84
20110526	22.30	3.43	69.17
20110527	21.50	2.95	72.48
20110528	20.38	2.93	49.83
20110529	20.08	3.05	40.08
20110530	20.91	3.08	52.65
20110531	24.68	3.34	80.86
20110601	23.14	3.54	84.91
20110602	21.63	3.51	85.68
20110603	22.75	3.50	93.93
20110604	23.35	3.52	77.77
20110605	23.42	3.38	63.68
20110606	23.60	3.45	86.96
20110607	26.05	3.84	102.57
20110608	22.96	3.77	80.58
20110609	23.35	3.43	82.65
20110610	22.46	3.21	73.64
20110611	20.13	2.92	53.87
20110612	19.10	2.95	45.94
20110613	18.97	2.72	63.00
20110614	19.09	2.74	74.35
20110615	19.91	2.93	81.11
20110616	21.41	3.13	83.32
20110617	20.35	3.09	74.20
20110618	20.88	3.09	64.37
20110619	19.50	2.82	50.14
20110620	20.90	2.86	75.06
20110621	21.09	3.07	79.22
20110622	21.42	2.78	80.23
20110623	20.79	2.70	70.94
20110624	19.32	2.76	65.32
20110625	18.53	2.77	54.05
20110626	19.64	2.78	55.08
20110627	20.16	2.79	71.39
20110628	19.15	2.79	73.74
20110629	18.65	2.87	69.26
20110630	19.72	2.86	83.40
20110701	22.31	3.10	102.28
20110702	23.17	3.55	78.54
20110703	21.04	3.31	60.73
20110704	21.36	2.96	64.54
20110705	23.86	3.27	88.34
20110706	23.80	3.32	90.35
20110707	22.76	3.30	82.71
20110708	22.61	2.88	81.04
20110709	20.55	3.05	59.76
20110710	20.36	3.11	51.79
20110711	20.00	3.12	61.94
20110712	17.59	2.84	60.22
20110713	18.23	2.48	61.00
20110714	18.72	2.54	58.78
20110715	20.06	2.74	70.23
20110716	19.25	2.83	62.38
20110717	19.15	2.97	48.18
20110718	19.59	2.91	71.94
20110719	20.20	2.78	79.85
20110720	22.60	2.95	80.06
20110721	20.86	3.14	68.81
20110722	21.83	3.10	74.35
20110723	20.99	3.03	55.79
20110724	19.38	2.80	47.68
20110725	19.53	2.45	70.55
20110726	19.87	2.63	71.07
20110727	17.82	2.57	66.16
20110728	21.41	2.81	73.72
20110729	21.09	2.97	72.24
20110730	20.28	2.74	61.65
20110731	22.39	2.91	64.54
20110801	22.71	3.17	86.00
20110802	23.14	3.05	92.21
20110803	23.10	2.92	90.29
20110804	24.34	2.88	79.29
20110805	23.77	3.04	77.55
20110806	22.22	3.01	57.10
20110807	23.04	2.97	54.49
20110808	23.07	2.87	74.22
20110809	21.76	2.88	75.43
20110810	21.11	2.90	71.86
20110811	21.51	2.64	74.60
20110812	23.07	2.82	86.05
20110813	23.98	3.04	71.94
20110814	22.10	2.92	54.78
20110815	23.18	2.75	82.04
20110816	22.64	2.63	89.66
20110817	23.19	2.65	95.79
20110818	23.65	2.95	99.08
20110819	22.87	2.84	90.61
20110820	22.00	2.98	68.81
20110821	21.17	2.70	56.78
20110822	20.24	2.37	79.75
20110823	22.20	2.50	94.73
20110824	22.88	2.82	89.67
20110825	22.44	2.47	87.13
20110826	24.77	2.49	99.02
20110827	23.44	2.66	68.18
20110828	20.21	2.66	52.97
20110829	22.18	2.47	90.72
20110830	23.49	2.74	95.08
20110831	23.90	2.94	97.89
20110901	26.50	3.28	109.43
20110902	26.55	3.04	102.98
20110903	25.15	3.28	82.70
20110904	21.72	3.18	58.18
20110905	18.78	2.59	56.62
20110906	21.89	2.57	93.06
20110907	24.45	2.57	110.08
20110908	23.55	2.36	104.03
20110909	23.56	2.39	105.94
20110910	24.64	2.73	83.51
20110911	23.06	2.77	66.25
20110912	25.20	3.04	109.04
20110913	26.59	3.19	109.28
20110914	25.63	2.93	94.95
20110915	22.18	2.47	82.82
20110916	20.43	2.15	84.87
20110917	20.25	2.32	72.31
20110918	23.27	2.38	77.76
20110919	25.22	2.31	106.07
20110920	25.60	2.21	116.95
20110921	27.28	2.28	109.75
20110922	26.59	2.12	125.07
20110923	28.61	2.02	124.84
20110924	25.30	2.38	90.36
20110925	23.99	2.41	69.12
20110926	24.12	2.37	95.23
20110927	27.07	2.26	115.94
20110928	27.86	2.46	121.41
20110929	27.41	2.81	111.71
20110930	24.44	2.53	101.05
20111001	23.01	2.24	83.92
20111002	23.76	2.14	78.92
20111003	26.60	1.94	111.08
20111004	24.84	2.12	99.17
20111005	25.83	2.35	99.50
20111006	27.20	2.21	108.98
20111007	30.91	2.08	118.27
20111008	31.13	2.13	109.86
20111009	31.99	2.20	107.04
20111010	33.12	1.72	135.21
20111011	32.08	1.90	132.76
20111012	31.10	1.81	124.80
20111013	32.65	1.63	136.30
20111014	31.49	2.06	127.68
20111015	24.92	2.41	89.32
20111016	24.50	2.53	77.72
20111017	28.76	2.13	111.70
20111018	30.34	1.96	128.46
20111019	26.19	1.85	98.77
20111020	27.37	1.79	97.01
20111021	29.64	1.52	124.47
20111022	36.26	1.65	131.45
20111023	38.80	2.08	118.10
20111024	35.72	2.11	134.41
20111025	26.99	2.12	107.49
20111026	30.18	1.85	123.16
20111027	32.86	1.70	143.68
20111028	33.32	1.69	145.45
20111029	35.46	1.81	136.46
20111030	38.98	1.82	135.78
20111031	44.20	1.73	170.04
20111101	36.93	1.92	142.69
20111102	33.87	1.78	138.07
20111103	33.90	1.75	138.26
20111104	25.91	1.82	95.20
20111105	25.71	1.87	84.44
20111106	30.24	1.78	89.27
20111107	33.12	1.47	122.84
20111108	40.93	1.43	144.47
20111109	39.61	1.77	130.31
20111110	33.11	1.66	139.59
20111111	33.92	1.79	133.78
20111112	26.70	1.96	95.44
20111113	28.91	2.00	83.49
20111114	29.51	1.76	103.92
20111115	28.72	1.34	124.47
20111116	32.26	1.39	133.12
20111117	30.98	1.73	117.07
20111118	27.80	1.74	111.91
20111119	24.30	2.08	89.94
20111120	24.38	1.68	85.01
20111121	29.53	1.21	113.81
20111122	34.57	1.08	124.89
20111123	33.05	1.42	121.10
20111124	24.97	1.55	90.26
20111125	32.31	1.65	112.06
20111126	41.22	1.53	122.66
20111127	38.11	1.61	105.01
20111128	39.87	1.08	148.23
20111129	46.39	1.25	150.56
20111130	41.25	1.54	133.56
20111201	26.51	1.63	110.18
20111202	35.39	1.27	138.92
20111203	29.89	1.56	104.80
20111204	33.90	1.38	113.16
20111205	37.78	1.41	128.17
20111206	35.46	1.23	137.64
20111207	37.64	0.97	145.49
20111208	43.53	1.04	159.82
20111209	44.33	0.97	163.75
20111210	38.36	1.27	132.95
20111211	37.76	1.28	126.91
20111212	35.75	0.88	160.80
20111213	42.18	0.92	167.65
20111214	42.55	1.04	151.16
20111215	35.80	1.40	119.42
20111216	32.75	1.32	108.32
20111217	33.06	1.24	113.31
20111218	34.51	1.34	114.30
20111219	32.95	1.23	134.72
20111220	34.49	1.08	141.89
20111221	39.12	1.18	148.41
20111222	31.32	1.39	118.36
20111223	34.99	1.39	113.50
20111224	38.94	1.35	118.72
20111225	40.13	1.31	118.13
20111226	38.20	1.32	123.04
20111227	43.91	1.21	147.33
20111228	43.08	1.27	143.71
20111229	40.73	1.21	148.53
20111230	41.84	1.18	152.36
20111231	41.20	1.30	130.41
20120101	30.74	1.48	85.13
20120102	26.54	1.47	86.52
20120103	33.48	1.33	119.96
20120104	37.19	1.05	147.66
20120105	36.05	1.10	156.19
20120106	39.49	1.12	160.66
20120107	36.68	1.47	126.55
20120108	24.36	1.43	91.25
20120109	33.31	1.05	143.16
20120110	37.18	0.98	153.84
20120111	41.47	1.12	148.75
20120112	31.75	1.31	110.82
20120113	31.86	1.29	121.29
20120114	33.21	1.32	122.36
20120115	31.05	1.69	91.23
20120116	22.70	1.66	87.32
20120117	25.52	1.47	101.33
20120118	27.90	1.41	105.45
20120119	32.80	1.28	131.19
20120120	29.29	1.33	106.72
20120121	21.12	1.41	77.24
20120122	24.05	1.35	78.74
20120123	28.07	1.12	111.56
20120124	28.23	1.26	98.27
20120125	29.71	1.17	112.71
20120126	33.38	1.05	130.02
20120127	32.37	1.48	118.47
20120128	27.45	1.81	93.95
20120129	29.03	1.82	99.49
20120130	32.29	1.74	129.77
20120131	28.99	1.78	132.06
20120201	32.14	1.52	139.79
20120202	32.79	1.56	124.75
20120203	31.11	1.59	125.47
20120204	34.02	1.73	115.29
20120205	30.55	1.85	104.02
20120206	37.60	1.57	157.02
20120207	34.96	1.68	139.79
20120208	30.55	1.52	140.41
20120209	34.63	1.60	147.31
20120210	37.04	1.75	137.77
20120211	26.47	2.14	74.05
20120212	23.81	2.25	64.14
20120213	27.01	1.94	106.81
20120214	29.89	1.66	127.20
20120215	26.42	1.49	120.28
20120216	30.13	1.54	124.46
20120217	28.15	1.63	123.59
20120218	27.33	2.02	93.89
20120219	22.62	2.20	71.44
20120220	23.80	1.90	95.05
20120221	31.86	1.74	130.76
20120222	31.21	1.76	122.75
20120223	28.42	2.03	107.60
20120224	25.32	2.11	96.42
20120225	24.41	2.44	72.95
20120226	23.85	2.49	75.38
20120227	26.24	2.25	103.08
20120228	22.79	2.02	86.50
20120229	23.84	2.08	98.69
20120301	21.19	2.16	83.98
20120302	23.48	2.07	92.73
20120303	24.66	2.24	88.67
20120304	25.08	2.19	88.04
20120305	26.45	2.15	109.53
20120306	20.21	2.52	80.69
20120307	20.92	2.54	80.53
20120308	22.34	2.21	89.00
20120309	24.32	2.32	95.37
20120310	21.95	2.34	77.14
20120311	20.90	2.27	72.64
20120312	24.15	2.07	102.90
20120313	23.93	2.18	91.86
20120314	25.52	2.19	102.37
20120315	25.48	2.20	98.04
20120316	23.29	2.03	93.72
20120317	24.66	2.45	69.41
20120318	19.01	2.41	47.26
20120319	22.95	2.28	87.51
20120320	24.63	2.22	103.75
20120321	26.32	2.25	115.11
20120322	25.53	2.39	108.07
20120323	24.44	2.51	100.35
20120324	22.23	2.73	77.91
20120325	22.28	2.72	63.64
20120326	22.82	2.86	73.25
20120327	23.75	2.86	92.28
20120328	25.08	2.76	97.42
20120329	23.19	2.57	77.67
20120330	23.77	2.51	90.46
20120331	22.17	2.86	64.44
20120401	20.53	2.97	54.31
20120402	21.92	2.83	73.89
20120403	25.43	2.66	111.60
20120404	25.27	3.01	97.11
20120405	22.36	2.93	76.45
20120406	21.60	3.08	84.42
20120407	25.39	3.21	90.74
20120408	25.36	3.40	79.19
20120409	24.12	3.33	86.97
20120410	23.06	3.14	90.28
20120411	21.46	2.93	72.16
20120412	22.10	3.05	82.01
20120413	23.89	3.20	97.53
20120414	23.50	3.46	74.76
20120415	23.15	3.45	62.55
20120416	24.49	3.06	89.17
20120417	24.05	2.98	91.78
20120418	23.70	2.87	95.83
20120419	25.48	2.91	100.08
20120420	25.55	2.72	96.40
20120421	23.47	2.82	71.52
20120422	21.79	2.91	52.47
20120423	21.41	2.88	70.15
20120424	22.18	3.17	89.33
20120425	24.32	2.94	114.76
20120426	21.48	3.18	82.96
20120427	18.67	3.22	61.27
20120428	21.44	3.23	75.05
20120429	21.41	3.21	66.14
20120430	21.91	3.21	85.20
20120501	20.05	2.92	72.12
20120502	20.82	3.03	67.81
20120503	19.50	2.71	70.47
20120504	21.33	2.74	82.59
20120505	22.66	3.02	64.56
20120506	21.10	3.14	53.74
20120507	22.18	3.12	75.18
20120508	20.82	3.23	76.98
20120509	22.46	3.04	91.11
20120510	19.95	3.25	75.67
20120511	20.95	3.23	88.46
20120512	21.79	3.39	77.78
20120513	22.55	3.46	65.26
20120514	21.47	3.08	83.25
20120515	21.75	3.13	84.37
20120516	22.30	3.31	93.68
20120517	21.96	3.44	86.19
20120518	23.07	3.58	91.08
20120519	23.73	3.57	80.15
20120520	24.79	3.44	69.20
20120521	21.62	2.95	76.09
20120522	20.26	3.19	79.24
20120523	20.14	3.33	74.71
20120524	18.33	3.29	55.06
20120525	16.75	2.77	53.52
20120526	18.59	2.85	52.12
20120527	18.06	2.99	45.66
20120528	18.87	3.17	48.33
20120529	19.20	2.95	70.16
20120530	18.75	2.98	80.87
20120531	20.04	3.17	84.65
20120601	19.55	3.09	75.25
20120602	17.58	3.07	53.00
20120603	18.06	3.29	50.22
20120604	17.44	2.88	59.59
20120605	16.19	2.81	58.16
20120606	19.32	2.86	80.87
20120607	20.30	3.00	88.92
20120608	21.06	3.24	89.26
20120609	19.34	3.47	65.74
20120610	19.01	3.42	55.59
20120611	19.72	2.95	67.32
20120612	18.63	2.70	68.77
20120613	19.22	3.02	72.59
20120614	18.55	2.98	62.67
20120615	19.39	3.15	69.62
20120616	20.19	3.21	59.10
20120617	19.11	3.34	46.99
20120618	17.92	3.09	59.41
20120619	17.82	3.12	66.58
20120620	21.40	3.59	79.77
20120621	21.54	3.85	79.14
20120622	20.96	3.28	82.34
20120623	18.21	3.10	63.76
20120624	17.96	3.33	55.31
20120625	19.38	3.26	64.56
20120626	19.70	3.30	75.27
20120627	22.14	3.58	90.78
20120628	24.40	3.94	93.38
20120629	26.55	3.91	94.66
20120630	23.02	3.44	63.29
20120701	22.25	3.09	53.96
20120702	21.44	2.78	66.58
20120703	23.54	3.34	78.52
20120704	21.77	3.39	54.03
20120705	21.18	3.10	62.07
20120706	21.30	3.21	75.04
20120707	21.92	3.28	66.80
20120708	19.66	3.08	49.17
20120709	18.85	2.98	67.31
20120710	18.23	3.04	73.33
20120711	19.39	3.19	75.57
20120712	19.42	3.04	80.35
20120713	19.39	3.02	80.57
20120714	18.59	3.03	55.97
20120715	17.51	2.72	45.69
20120716	17.45	2.77	57.62
20120717	18.18	3.11	66.01
20120718	18.94	2.81	74.30
20120719	18.38	2.64	67.93
20120720	17.21	2.47	62.73
20120721	17.78	2.61	58.10
20120722	17.72	2.81	45.44
20120723	18.59	2.86	62.72
20120724	19.31	2.94	64.20
20120725	17.61	2.89	58.65
20120726	19.30	3.11	71.53
20120727	18.76	3.02	70.08
20120728	19.62	3.16	58.54
20120729	19.44	3.07	54.45
20120730	20.73	3.05	69.90
20120731	19.62	2.87	67.67
20120801	21.30	2.93	81.72
20120802	23.23	3.23	85.42
20120803	22.37	3.25	79.46
20120804	20.45	3.04	52.96
20120805	18.02	2.79	48.68
20120806	20.72	2.91	79.49
20120807	21.98	2.96	94.07
20120808	24.13	3.15	102.28
20120809	22.77	3.25	88.32
20120810	19.79	2.88	73.37
20120811	20.56	3.02	63.88
20120812	21.43	3.14	60.21
20120813	22.99	2.91	81.80
20120814	23.79	2.92	87.42
20120815	22.92	3.08	85.22
20120816	23.49	2.97	82.12
20120817	23.19	2.94	80.86
20120818	20.68	2.53	63.47
20120819	19.47	2.58	56.70
20120820	21.79	2.76	79.93
20120821	22.70	2.67	86.54
20120822	24.18	2.95	86.98
20120823	23.06	3.10	83.90
20120824	22.96	2.90	85.54
20120825	19.86	2.69	54.76
20120826	17.31	2.42	44.45
20120827	20.68	2.25	77.39
20120828	21.14	2.48	80.41
20120829	22.03	2.63	84.06
20120830	22.97	2.71	96.38
20120831	23.39	3.02	88.89
20120901	21.82	2.79	69.49
20120902	20.70	2.55	60.20
20120903	20.07	2.52	53.78
20120904	21.94	2.54	78.53
20120905	21.39	2.36	84.69
20120906	22.77	2.41	94.61
20120907	23.83	2.78	84.37
20120908	20.45	2.72	57.19
20120909	20.06	2.59	52.92
20120910	21.86	2.49	82.18
20120911	22.37	2.51	91.08
20120912	24.46	2.62	96.67
20120913	24.32	2.57	102.82
20120914	24.48	2.38	103.40
20120915	23.90	2.36	80.36
20120916	23.64	2.34	73.34
20120917	23.25	2.36	87.04
20120918	22.03	2.40	78.08
20120919	22.50	2.27	90.86
20120920	25.49	2.29	106.10
20120921	26.93	2.40	109.97
20120922	24.42	2.60	86.95
20120923	22.19	2.31	76.39
20120924	23.57	2.23	95.45
20120925	23.43	2.65	94.61
20120926	23.55	2.45	91.24
20120927	25.50	2.18	107.20
20120928	24.00	2.10	102.41
20120929	23.69	2.05	83.71
20120930	24.89	2.35	84.18
20121001	25.95	2.15	111.44
20121002	27.39	1.95	129.03
20121003	28.11	2.05	108.88
20121004	25.73	2.08	97.26
20121005	23.50	2.24	94.93
20121006	21.54	2.19	67.46
20121007	18.95	1.84	64.25
20121008	22.34	1.73	91.17
20121009	22.41	1.77	91.07
20121010	21.03	1.95	84.18
20121011	19.21	1.89	84.78
20121012	21.24	1.74	90.10
20121013	21.34	1.92	81.91
20121014	20.81	2.12	70.51
20121015	23.80	1.81	108.80
20121016	23.54	1.82	111.86
20121017	26.98	1.93	125.87
20121018	24.93	2.16	100.17
20121019	21.81	1.91	100.75
20121020	22.83	2.07	84.35
20121021	18.73	2.27	61.82
20121022	22.52	2.12	91.67
20121023	26.56	1.91	121.70
20121024	25.25	2.01	110.60
20121025	23.34	2.12	93.09
20121026	22.91	1.86	102.13
20121027	25.34	1.99	95.97
20121028	26.57	2.00	88.94
20121029	26.05	1.74	100.98
20121030	29.55	1.62	117.18
20121031	30.03	1.52	123.92
20121101	30.34	1.56	122.93
20121102	28.35	1.73	118.90
20121103	28.67	1.83	98.77
20121104	27.83	1.88	96.05
20121105	27.73	1.67	123.80
20121106	31.87	1.53	146.29
20121107	33.71	1.92	136.13
20121108	24.33	2.23	95.97
20121109	22.83	2.09	105.81
20121110	29.73	1.97	106.30
20121111	29.72	2.13	97.64
20121112	29.27	1.98	116.59
20121113	33.52	1.71	135.81
20121114	33.67	1.42	149.39
20121115	37.93	1.25	168.89
20121116	38.62	1.29	160.64
20121117	31.81	1.60	116.48
20121118	28.96	1.73	103.85
20121119	32.01	1.58	141.11
20121120	35.83	1.49	160.40
20121121	38.69	1.52	166.53
20121122	36.50	1.61	129.45
20121123	38.75	1.57	124.98
20121124	30.15	1.66	98.83
20121125	32.10	1.61	102.87
20121126	35.89	1.45	143.87
20121127	37.76	1.27	162.14
20121128	34.00	1.50	149.80
20121129	31.97	1.60	139.77
20121130	33.87	1.53	146.58
20121201	30.64	1.80	110.45
20121202	29.44	1.89	96.84
20121203	32.16	1.48	121.33
20121204	34.56	1.37	133.62
20121205	32.92	1.52	115.05
20121206	31.66	1.35	132.87
20121207	42.27	1.03	162.21
20121208	42.53	1.25	135.73
20121209	36.28	1.50	99.85
20121210	36.47	1.43	131.85
20121211	38.42	1.57	143.49
20121212	35.16	1.68	150.32
20121213	37.63	1.48	156.57
20121214	43.50	1.50	157.76
20121215	39.51	1.76	118.44
20121216	26.60	1.98	84.55
20121217	28.29	1.62	112.26
20121218	28.55	1.95	109.52
20121219	30.25	1.79	116.28
20121220	30.38	1.92	120.23
20121221	31.07	1.90	123.49
20121222	36.57	2.22	107.23
20121223	28.68	2.12	97.90
20121224	30.64	1.77	111.03
20121225	31.95	1.89	81.89
20121226	29.28	2.04	94.64
20121227	28.45	1.86	102.42
20121228	33.55	1.57	130.72
20121229	34.07	1.65	131.51
20121230	33.08	2.05	95.76
20121231	32.99	1.70	125.37
20130101	32.95	1.81	93.92
20130102	35.11	1.67	123.41
20130103	39.31	1.63	145.63
20130104	39.14	1.62	152.77
20130105	40.25	1.65	141.03
20130106	35.81	1.86	119.66
20130107	36.72	1.56	139.68
20130108	45.54	1.31	184.77
20130109	49.76	1.47	174.08
20130110	31.94	1.93	121.45
20130111	32.52	1.74	132.50
20130112	32.41	1.57	107.73
20130113	34.08	1.68	99.88
20130114	30.38	1.78	114.93
20130115	34.90	1.54	144.43
20130116	41.35	1.29	170.12
20130117	44.37	1.54	165.28
20130118	40.26	1.82	154.81
20130119	39.08	2.03	139.73
20130120	36.57	2.20	116.85
20130121	37.07	2.00	137.15
20130122	38.36	1.84	155.23
20130123	41.97	1.67	165.59
20130124	34.51	1.76	126.19
20130125	35.12	1.38	145.10
20130126	33.18	1.78	109.90
20130127	28.34	2.08	88.82
20130128	32.10	1.91	112.69
20130129	34.64	1.62	123.09
20130130	36.01	1.92	118.44
20130131	36.29	1.97	113.87
20130201	36.41	1.86	129.24
20130202	36.21	1.89	125.76
20130203	33.02	2.17	113.31
20130204	34.28	2.01	133.01
20130205	34.40	1.85	146.69
20130206	34.18	2.01	134.69
20130207	33.40	2.08	132.23
20130208	27.10	2.15	90.46
20130209	26.76	2.14	76.74
20130210	29.45	2.07	93.54
20130211	32.95	1.88	115.45
20130212	31.70	1.81	125.48
20130213	36.48	1.81	147.14
20130214	35.80	1.97	139.41
20130215	35.50	2.21	132.15
20130216	32.13	2.45	103.89
20130217	29.88	2.81	78.42
20130218	26.46	2.58	88.69
20130219	26.60	2.56	93.64
20130220	26.55	2.52	76.72
20130221	26.52	2.26	88.40
20130222	31.04	2.11	107.46
20130223	31.70	2.31	103.59
20130224	28.12	2.70	80.61
20130225	31.10	2.29	125.83
20130226	33.18	2.48	118.94
20130227	29.86	2.62	105.43
20130228	30.82	2.41	112.46
20130301	32.00	2.48	117.56
20130302	30.84	2.59	98.29
20130303	29.43	2.91	78.75
20130304	26.86	2.75	86.91
20130305	28.79	2.77	98.11
20130306	25.25	2.68	75.93
20130307	27.05	2.68	92.56
20130308	26.09	2.79	88.97
20130309	25.18	2.45	89.01
20130310	30.66	2.53	93.79
20130311	27.75	2.38	106.14
20130312	27.78	2.35	111.37
20130313	28.45	2.35	121.68
20130314	30.39	2.58	120.34
20130315	31.08	2.65	133.54
20130316	26.22	2.94	82.10
20130317	22.83	3.07	58.77
20130318	25.05	2.75	86.51
20130319	26.00	2.91	91.69
20130320	25.24	2.86	90.47
20130321	23.27	3.03	82.48
20130322	23.34	2.81	91.84
20130323	26.77	2.94	84.85
20130324	25.68	3.07	73.63
20130325	26.60	2.97	95.69
20130326	24.92	2.92	97.42
20130327	24.74	2.92	95.85
20130328	24.31	2.76	101.71
20130329	25.21	2.64	108.82
20130330	24.67	2.67	91.38
20130331	24.34	3.00	70.77
20130401	24.17	3.21	72.15
20130402	20.15	3.03	77.97
20130403	23.38	3.10	96.53
20130404	24.81	3.00	108.31
20130405	24.19	3.44	95.21
20130406	20.99	3.60	67.67
20130407	20.96	3.66	55.95
20130408	24.49	3.54	83.71
20130409	23.45	3.31	78.83
20130410	25.01	2.90	90.96
20130411	23.40	2.83	85.51
20130412	23.91	3.01	85.77
20130413	23.62	3.51	71.56
20130414	21.72	3.67	55.44
20130415	21.71	3.44	65.05
20130416	23.34	3.39	71.26
20130417	23.18	3.19	79.03
20130418	23.78	3.26	79.73
20130419	23.88	3.10	84.28
20130420	24.69	3.49	74.77
20130421	24.23	3.58	69.14
20130422	25.04	3.59	82.05
20130423	20.72	3.20	71.90
20130424	20.80	3.16	78.28
20130425	23.05	3.46	79.16
20130426	25.84	3.31	108.97
20130427	26.94	3.53	90.16
20130428	25.24	3.68	72.73
20130429	26.64	3.38	84.82
20130430	22.79	3.68	77.24
20130501	23.04	3.55	85.13
20130502	23.69	3.34	93.00
20130503	23.52	3.42	90.50
20130504	22.69	3.55	65.19
20130505	18.89	3.59	36.09
20130506	20.77	3.02	65.60
20130507	22.70	3.02	78.78
20130508	22.67	3.05	83.04
20130509	23.34	2.90	92.04
20130510	26.68	3.22	91.53
20130511	22.22	3.23	68.26
20130512	21.83	3.33	60.89
20130513	21.31	3.22	89.63
20130514	20.91	3.54	87.00
20130515	20.83	3.57	82.94
20130516	22.77	3.28	89.96
20130517	22.00	3.21	75.10
20130518	21.75	3.22	56.25
20130519	19.57	3.03	41.06
20130520	23.33	2.88	72.39
20130521	24.24	3.12	73.10
20130522	21.84	3.04	66.21
20130523	20.01	2.72	58.08
20130524	20.24	2.91	63.59
20130525	18.85	3.29	49.12
20130526	18.39	3.12	44.12
20130527	20.62	3.09	53.66
20130528	20.97	2.95	74.28
20130529	18.59	3.14	64.24
20130530	19.09	3.10	68.50
20130531	20.46	3.12	68.51
20130601	19.51	2.99	53.25
20130602	17.21	2.75	39.84
20130603	18.52	2.85	65.02
20130604	18.58	3.15	67.12
20130605	19.94	3.17	73.56
20130606	19.02	3.12	66.39
20130607	19.99	2.82	78.06
20130608	20.04	3.17	61.42
20130609	19.84	3.22	54.68
20130610	20.03	2.71	63.67
20130611	19.71	2.83	75.53
20130612	20.95	2.94	72.80
20130613	19.51	2.94	64.80
20130614	18.34	2.91	67.67
20130615	19.89	3.15	62.88
20130616	20.44	3.05	58.27
20130617	20.50	2.99	76.11
20130618	20.39	2.80	76.21
20130619	18.38	2.90	66.50
20130620	20.59	3.22	81.87
20130621	20.63	3.25	82.36
20130622	20.19	3.19	63.32
20130623	18.87	2.82	47.76
20130624	19.22	2.68	66.26
20130625	19.91	2.53	71.71
20130626	20.17	2.57	79.41
20130627	21.22	2.61	80.68
20130628	20.83	2.79	83.40
20130629	20.32	3.08	68.87
20130630	19.48	2.88	53.90
20130701	20.06	2.52	69.92
20130702	19.99	2.49	73.15
20130703	23.36	2.73	85.62
20130704	21.17	2.79	59.74
20130705	20.33	2.81	58.48
20130706	18.84	2.92	50.39
20130707	19.32	2.96	47.22
20130708	19.48	2.91	68.21
20130709	23.36	3.04	83.87
20130710	22.16	2.86	76.08
20130711	20.92	2.74	74.25
20130712	21.19	2.85	71.07
20130713	20.89	3.00	59.39
20130714	19.31	2.67	54.68
20130715	19.87	2.65	68.07
20130716	19.48	2.78	72.33
20130717	21.90	3.06	88.65
20130718	20.74	3.00	86.61
20130719	19.95	3.05	78.35
20130720	17.48	2.95	59.66
20130721	17.15	2.65	53.42
20130722	18.28	2.54	68.27
20130723	17.54	2.63	67.84
20130724	17.32	2.63	64.44
20130725	18.06	2.51	73.07
20130726	19.05	2.61	80.94
20130727	18.36	2.82	58.42
20130728	16.71	2.61	45.89
20130729	18.13	2.55	69.73
20130730	18.78	2.57	75.04
20130731	19.75	2.74	73.55
20130801	19.62	2.84	73.81
20130802	20.75	2.89	79.18
20130803	19.11	2.72	59.59
20130804	18.37	2.61	50.89
20130805	19.92	2.50	74.06
20130806	20.22	2.68	72.46
20130807	19.05	2.66	67.58
20130808	21.11	2.38	70.04
20130809	21.52	2.47	74.03
20130810	20.45	2.63	59.06
20130811	20.74	2.73	59.32
